"tanggal";"periode";"id";"nomor";"transaksi";"referensi";"model";"rekening";"debet";"credit";"pembayaran_";"bunga_";"denda_";"titipan_";"administrasi_";"modal_";"pinjaman_";"biaya_";"kantor";"keterangan";"active";"ip";"status";"user";"created";"modified"
"2017-07-29 13:27:19";"2017.07";"1705030001/PB/";"4";;;"1.1001";"3.1000";"96000";"0";"0";"96000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 3 Kontrak No. 60302 B";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-31 09:21:39";"2017.08";"1705030001/PB/";"5";;;"1.1001";"3.1000";"96000";"0";"0";"96000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60302 B";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-29 13:23:05";"2017.09";"1705030001/PB/";"6";;;"1.1001";"3.1000";"96000";"0";"0";"96000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60302 B";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-29 13:23:14";"2017.09";"1705030001/PB/";"7";;;"1.1001";"3.1000";"100000";"0";"0";"100000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 6 Kontrak No. 60302 B";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-03 11:11:02";"2017.05";"1705030001/PI/";"2";;;"1.1001";"1.2003";"0";"4160000";"0";"0";"0";"0";"0";"0";"4160000";"0";"KSP123";"Pinjaman Kontrak No. 60302 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-03 11:11:02";"2017.05";"1705030001/PI/";"3";;;"1.1001";"5.1000";"200000";"0";"0";"0";"0";"0";"200000";"0";"0";"0";"KSP123";"Pendapatan Administrasi Kontrak No. 60302 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-03 11:11:02";"2017.05";"1705030001/PI/";"6";;;"1.1001";"5.1000";"18000";"0";"0";"0";"0";"0";"18000";"0";"0";"0";"KSP123";"Pendapatan Materai Kontrak No. 60302 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-24 19:02:22";"2017.05";"1705030002/PA/";"2";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 1 Kontrak No. 60376";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-15 10:37:12";"2017.06";"1705030002/PA/";"3";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 2 Kontrak No. 60376";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-25 19:12:13";"2017.07";"1705030002/PA/";"4";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 3 Kontrak No. 60376";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-26 11:11:41";"2017.08";"1705030002/PA/";"5";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60376";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 11:12:20";"2017.08";"1705030002/PA/";"6";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60376";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 11:12:33";"2017.08";"1705030002/PA/";"7";;;"1.1001";"1.2003";"690000";"0";"690000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 6 Kontrak No. 60376";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-24 19:02:22";"2017.05";"1705030002/PB/";"2";;;"1.1001";"3.1000";"96000";"0";"0";"96000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 1 Kontrak No. 60376";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-15 10:37:12";"2017.06";"1705030002/PB/";"3";;;"1.1001";"3.1000";"96000";"0";"0";"96000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 2 Kontrak No. 60376";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-25 19:12:13";"2017.07";"1705030002/PB/";"4";;;"1.1001";"3.1000";"96000";"0";"0";"96000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 3 Kontrak No. 60376";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-26 11:11:41";"2017.08";"1705030002/PB/";"5";;;"1.1001";"3.1000";"96000";"0";"0";"96000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60376";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 11:12:20";"2017.08";"1705030002/PB/";"6";;;"1.1001";"3.1000";"96000";"0";"0";"96000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60376";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 11:12:33";"2017.08";"1705030002/PB/";"7";;;"1.1001";"3.1000";"100000";"0";"0";"100000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 6 Kontrak No. 60376";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-03 11:27:12";"2017.05";"1705030002/PI/";"2";;;"1.1001";"1.2003";"0";"4160000";"0";"0";"0";"0";"0";"0";"4160000";"0";"KSP123";"Pinjaman Kontrak No. 60376";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-03 11:27:12";"2017.05";"1705030002/PI/";"3";;;"1.1001";"5.1000";"200000";"0";"0";"0";"0";"0";"200000";"0";"0";"0";"KSP123";"Pendapatan Administrasi Kontrak No. 60376";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-03 11:27:12";"2017.05";"1705030002/PI/";"6";;;"1.1001";"5.1000";"18000";"0";"0";"0";"0";"0";"18000";"0";"0";"0";"KSP123";"Pendapatan Materai Kontrak No. 60376";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-30 19:27:14";"2017.05";"1705040001/PA/";"2";;;"1.1001";"1.2003";"780000";"0";"780000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 1 Kontrak No. 60254 C";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-20 11:16:11";"2017.06";"1705040001/PA/";"3";;;"1.1001";"1.2003";"780000";"0";"780000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 2 Kontrak No. 60254 C";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 09:13:25";"2017.08";"1705040001/PA/";"4";;;"1.1001";"1.2003";"780000";"0";"780000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 3 Kontrak No. 60254 C";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 09:16:59";"2017.08";"1705040001/PA/";"5";;;"1.1001";"1.2003";"780000";"0";"780000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60254 C";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 09:19:39";"2017.08";"1705040001/PA/";"6";;;"1.1001";"1.2003";"780000";"0";"780000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60254 C";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-09 09:44:43";"2017.09";"1705040001/PA/";"7";;;"1.1001";"1.2003";"780000";"0";"780000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 6 Kontrak No. 60254 C";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-09 09:45:35";"2017.09";"1705040001/PA/";"8";;;"1.1001";"1.2003";"780000";"0";"780000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 7 Kontrak No. 60254 C";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-09 09:45:48";"2017.09";"1705040001/PA/";"9";;;"1.1001";"1.2003";"780000";"0";"780000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 8 Kontrak No. 60254 C";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-30 19:27:14";"2017.05";"1705040001/PB/";"2";;;"1.1001";"3.1000";"141000";"0";"0";"141000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 1 Kontrak No. 60254 C";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-20 11:16:11";"2017.06";"1705040001/PB/";"3";;;"1.1001";"3.1000";"141000";"0";"0";"141000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 2 Kontrak No. 60254 C";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 09:13:25";"2017.08";"1705040001/PB/";"4";;;"1.1001";"3.1000";"141000";"0";"0";"141000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 3 Kontrak No. 60254 C";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 09:16:59";"2017.08";"1705040001/PB/";"5";;;"1.1001";"3.1000";"141000";"0";"0";"141000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60254 C";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 09:19:39";"2017.08";"1705040001/PB/";"6";;;"1.1001";"3.1000";"141000";"0";"0";"141000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60254 C";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-09 09:44:43";"2017.09";"1705040001/PB/";"7";;;"1.1001";"3.1000";"141000";"0";"0";"141000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 6 Kontrak No. 60254 C";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-09 09:45:35";"2017.09";"1705040001/PB/";"8";;;"1.1001";"3.1000";"141000";"0";"0";"141000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 7 Kontrak No. 60254 C";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-09 09:45:48";"2017.09";"1705040001/PB/";"9";;;"1.1001";"3.1000";"141000";"0";"0";"141000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 8 Kontrak No. 60254 C";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:15:56";"2017.05";"1705040001/PI/";"2";;;"1.1001";"1.2003";"0";"6240000";"0";"0";"0";"0";"0";"0";"6240000";"0";"KSP123";"Pinjaman Kontrak No. 60254 C";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:15:56";"2017.05";"1705040001/PI/";"3";;;"1.1001";"5.1000";"300000";"0";"0";"0";"0";"0";"300000";"0";"0";"0";"KSP123";"Pendapatan Administrasi Kontrak No. 60254 C";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:15:56";"2017.05";"1705040001/PI/";"6";;;"1.1001";"5.1000";"18000";"0";"0";"0";"0";"0";"18000";"0";"0";"0";"KSP123";"Pendapatan Materai Kontrak No. 60254 C";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-09 09:44:43";"2017.09";"1705040001/PK/";"7";;;"1.1001";"2.3000";"0";"135000";"0";"0";"0";"0";"0";"0";"0";"135000";"KSP123";"Titipan Keluar Kontrak No. 60254 C";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 09:20:11";"2017.08";"1705040001/PM/";"2";;;"1.1001";"2.3000";"135000";"0";"0";"0";"0";"135000";"0";"0";"0";"0";"KSP123";"Titipan Masuk Kontrak No. 60254 C";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-30 19:26:52";"2017.05";"1705040002/PA/";"2";;;"1.1001";"1.2003";"867000";"0";"867000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 1 Kontrak No. 60208 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-22 14:09:30";"2017.06";"1705040002/PA/";"3";;;"1.1001";"1.2003";"867000";"0";"867000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 2 Kontrak No. 60208 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-29 10:30:38";"2017.07";"1705040002/PA/";"4";;;"1.1001";"1.2003";"867000";"0";"867000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 3 Kontrak No. 60208 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 09:00:36";"2017.08";"1705040002/PA/";"5";;;"1.1001";"1.2003";"867000";"0";"867000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60208 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-29 13:17:38";"2017.09";"1705040002/PA/";"6";;;"1.1001";"1.2003";"867000";"0";"867000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60208 E";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-30 19:26:52";"2017.05";"1705040002/PB/";"2";;;"1.1001";"3.1000";"117000";"0";"0";"117000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 1 Kontrak No. 60208 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-22 14:09:30";"2017.06";"1705040002/PB/";"3";;;"1.1001";"3.1000";"117000";"0";"0";"117000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 2 Kontrak No. 60208 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-29 10:30:38";"2017.07";"1705040002/PB/";"4";;;"1.1001";"3.1000";"117000";"0";"0";"117000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 3 Kontrak No. 60208 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-30 09:00:36";"2017.08";"1705040002/PB/";"5";;;"1.1001";"3.1000";"117000";"0";"0";"117000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60208 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-29 13:17:38";"2017.09";"1705040002/PB/";"6";;;"1.1001";"3.1000";"117000";"0";"0";"117000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60208 E";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:23:17";"2017.05";"1705040002/PI/";"2";;;"1.1001";"1.2003";"0";"5200000";"0";"0";"0";"0";"0";"0";"5200000";"0";"KSP123";"Pinjaman Kontrak No. 60208 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:23:17";"2017.05";"1705040002/PI/";"3";;;"1.1001";"5.1000";"250000";"0";"0";"0";"0";"0";"250000";"0";"0";"0";"KSP123";"Pendapatan Administrasi Kontrak No. 60208 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:23:17";"2017.05";"1705040002/PI/";"6";;;"1.1001";"5.1000";"18000";"0";"0";"0";"0";"0";"18000";"0";"0";"0";"KSP123";"Pendapatan Materai Kontrak No. 60208 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-31 17:55:11";"2017.05";"1705040003/PA/";"2";;;"1.1001";"1.2003";"1040000";"0";"1040000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 1 Kontrak No. 60304 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-23 16:34:11";"2017.06";"1705040003/PA/";"3";;;"1.1001";"1.2003";"1040000";"0";"1040000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 2 Kontrak No. 60304 B";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-29 13:28:16";"2017.07";"1705040003/PA/";"4";;;"1.1001";"1.2003";"1040000";"0";"1040000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 3 Kontrak No. 60304 B";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-31 17:55:11";"2017.05";"1705040003/PB/";"2";;;"1.1001";"3.1000";"71000";"0";"0";"71000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 1 Kontrak No. 60304 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-23 16:34:11";"2017.06";"1705040003/PB/";"3";;;"1.1001";"3.1000";"71000";"0";"0";"71000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 2 Kontrak No. 60304 B";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-29 13:28:16";"2017.07";"1705040003/PB/";"4";;;"1.1001";"3.1000";"71000";"0";"0";"71000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 3 Kontrak No. 60304 B";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:30:12";"2017.05";"1705040003/PI/";"2";;;"1.1001";"1.2003";"0";"3120000";"0";"0";"0";"0";"0";"0";"3120000";"0";"KSP123";"Pinjaman Kontrak No. 60304 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:30:12";"2017.05";"1705040003/PI/";"3";;;"1.1001";"5.1000";"150000";"0";"0";"0";"0";"0";"150000";"0";"0";"0";"KSP123";"Pendapatan Administrasi Kontrak No. 60304 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:30:12";"2017.05";"1705040003/PI/";"6";;;"1.1001";"5.1000";"18000";"0";"0";"0";"0";"0";"18000";"0";"0";"0";"KSP123";"Pendapatan Materai Kontrak No. 60304 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-30 19:26:11";"2017.05";"1705040004/PA/";"2";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 1 Kontrak No. 60378";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-30 19:26:11";"2017.05";"1705040004/PB/";"2";;;"1.1001";"3.1000";"93000";"0";"0";"93000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 1 Kontrak No. 60378";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:38:50";"2017.05";"1705040004/PI/";"2";;;"1.1001";"1.2003";"0";"4160000";"0";"0";"0";"0";"0";"0";"4160000";"0";"KSP123";"Pinjaman Kontrak No. 60378";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:38:50";"2017.05";"1705040004/PI/";"3";;;"1.1001";"5.1000";"200000";"0";"0";"0";"0";"0";"200000";"0";"0";"0";"KSP123";"Pendapatan Administrasi Kontrak No. 60378";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-04 11:38:50";"2017.05";"1705040004/PI/";"6";;;"1.1001";"5.1000";"18000";"0";"0";"0";"0";"0";"18000";"0";"0";"0";"KSP123";"Pendapatan Materai Kontrak No. 60378";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-06 10:25:25";"2017.06";"1705050001/PA/";"2";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 1 Kontrak No. 60299 B";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-06 13:39:48";"2017.07";"1705050001/PA/";"3";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 2 Kontrak No. 60299 B";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-07 20:01:45";"2017.10";"1705050001/PA/";"4";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 3 Kontrak No. 60299 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-11-03 19:03:33";"2017.11";"1705050001/PA/";"5";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60299 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-11-04 11:54:57";"2017.11";"1705050001/PA/";"6";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60299 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-11-04 11:55:40";"2017.11";"1705050001/PA/";"7";;;"1.1001";"1.2003";"690000";"0";"690000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 6 Kontrak No. 60299 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-06 10:25:25";"2017.06";"1705050001/PB/";"2";;;"1.1001";"3.1000";"93000";"0";"0";"93000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 1 Kontrak No. 60299 B";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-06 13:39:48";"2017.07";"1705050001/PB/";"3";;;"1.1001";"3.1000";"93000";"0";"0";"93000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 2 Kontrak No. 60299 B";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-07 20:01:45";"2017.10";"1705050001/PB/";"4";;;"1.1001";"3.1000";"93000";"0";"0";"93000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 3 Kontrak No. 60299 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-11-03 19:03:33";"2017.11";"1705050001/PB/";"5";;;"1.1001";"3.1000";"93000";"0";"0";"93000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60299 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-11-04 11:54:57";"2017.11";"1705050001/PB/";"6";;;"1.1001";"3.1000";"93000";"0";"0";"93000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60299 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-11-04 11:55:40";"2017.11";"1705050001/PB/";"7";;;"1.1001";"3.1000";"97000";"0";"0";"97000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 6 Kontrak No. 60299 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-05 11:18:07";"2017.05";"1705050001/PI/";"2";;;"1.1001";"1.2003";"0";"4160000";"0";"0";"0";"0";"0";"0";"4160000";"0";"KSP123";"Pinjaman Kontrak No. 60299 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-05 11:18:07";"2017.05";"1705050001/PI/";"3";;;"1.1001";"5.1000";"200000";"0";"0";"0";"0";"0";"200000";"0";"0";"0";"KSP123";"Pendapatan Administrasi Kontrak No. 60299 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-05 11:18:07";"2017.05";"1705050001/PI/";"6";;;"1.1001";"5.1000";"18000";"0";"0";"0";"0";"0";"18000";"0";"0";"0";"KSP123";"Pendapatan Materai Kontrak No. 60299 B";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
